Laboratório,EAN 1,Produto (Dosagem),Classe Terapêutica
Farmace,7898166041011,"Atrofarma (0,25 mg / 1 ml)",Antiespasmódicos e anticolinérgicos puros
Hipolabor,7898123909002,"Sulfato de atropina (0,25 mg / 1 ml)",Antiespasmódicos e anticolinérgicos puros
Blau,7896014688135,"Atropion (0,25 mg / 1 ml)",Antiespasmódicos e anticolinérgicos puros
Blau,7896014688142,"Atropion (0,5 mg / 1 ml)",Antiespasmódicos e anticolinérgicos puros
Laboratorio Teuto,7896112128427,"Hiospan composto (4,0 mg / 500 mg / 5 ml)",Associações de antiespasmódicos com analgésicos
Ems Sigma,7894916208154,"Tropinal (300 mg / 1 mg / 0,0065 mg / 0,104 mg)",Associações de antiespasmódicos com analgésicos
Blau,7896014688524,Hioariston (4 mg / 500 mg / 5 ml),Associações de antiespasmódicos com analgésicos
Geolab,7899095220751,Espaslit duo (500 mg / 10 mg),Associações de antiespasmódicos com analgésicos
Ems,7896004706221,"Dorspan (6,67 mg / 333,4 mg / 20ml)",Associações de antiespasmódicos com analgésicos
Ems,7896004701028,"Brometo de  n-butil escopolamina + dipirona sodica (6,67 mg / 333,4  mg / 20 ml)",Associações de antiespasmódicos com analgésicos
Hypofarma,7898122910894,Hypocina composta (4 mg / 500 mg / 5 ml),Associações de antiespasmódicos com analgésicos
Belfar Ltda,7897917001397,Belspan (250 mg / 10 mg),Associações de antiespasmódicos com analgésicos
Belfar Ltda,7897917002936,Belspan (250 mg / 10 mg),Associações de antiespasmódicos com analgésicos
Belfar Ltda,7897917002943,Belspan (250 mg / 10 mg),Associações de antiespasmódicos com analgésicos
Cazi,7893736030068,Binospan composto (250 mg / 10 mg),Associações de antiespasmódicos com analgésicos
Hipolabor,7898470680371,Dipirona monoidratada + butilbrometo de escopolamina (20 ml),Associações de antiespasmódicos com analgésicos
Cosmed,7896094921412,Buscoduo,Associações de antiespasmódicos com analgésicos
Cosmed,7896094999985,Neosaldina (30 mg / 300 mg / 50 mg / 15 ml),Associações de antiespasmódicos com analgésicos
Cazi,7893736011609,Sedol,Associações de antiespasmódicos com analgésicos
Cellera,7893454209722,Tensaldin (300 mg / 30 mg),Associações de antiespasmódicos com analgésicos
Cellera,7893454040202,Tensaldin (300 mg / 30 mg),Associações de antiespasmódicos com analgésicos
Cazi,7893736021608,Sedol,Associações de antiespasmódicos com analgésicos
Cazi,7893736031607,Sedol,Associações de antiespasmódicos com analgésicos
Cosmed,7896094921979,Neosaldina,Associações de antiespasmódicos com analgésicos
Cosmed,7896094999992,Neosaldina,Associações de antiespasmódicos com analgésicos
Cosmed,7896094921962,Neosaldina,Associações de antiespasmódicos com analgésicos
Cosmed,7896094921986,Neosaldina,Associações de antiespasmódicos com analgésicos
Cosmed,7896094921993,Neosaldina,Associações de antiespasmódicos com analgésicos
Hypofarma,7898122914915,Hypocina composta (4 mg / 500 mg / 5 ml),Associações de antiespasmódicos com analgésicos
União Química,7896006217459,Neocopan composto,Associações de antiespasmódicos com analgésicos
União Química,7896006217466,Neocopan composto,Associações de antiespasmódicos com analgésicos
União Química,7896006217480,"Neocopan composto (6,67 mg / 333,4 mg / 10 ml)",Associações de antiespasmódicos com analgésicos
União Química,7893353041393,"Buscoveran composto (6,67 mg / 333,4 mg / 10 ml)",Associações de antiespasmódicos com analgésicos
União Química,7896006297765,Espasmopan composto,Associações de antiespasmódicos com analgésicos
Belfar Ltda,7897917001380,"Belspan (333,4 mg / 6,67 mg / 20 ml)",Associações de antiespasmódicos com analgésicos
Medquimica,7896862940096,Atrovex (20 ml),Associações de antiespasmódicos com analgésicos
Farmace,7898166040670,Butilbrometo de escopolamina + dipirona sódica (5 ml),Associações de antiespasmódicos com analgésicos
Farmace,7898166041660,Butilbrometo de escopolamina + dipirona sódica (20ml),Associações de antiespasmódicos com analgésicos
Hipolabor,7898123906759,Butilbrometo de escopolamina + dipirona monoidratada (5 ml),Associações de antiespasmódicos com analgésicos
Hipolabor,7898470680388,Dipirona monoidratada + butilbrometo de escopolamina (20 ml),Associações de antiespasmódicos com analgésicos
Natulab,7899470802565,"Buscoplex composto (6,67 mg / 333,4 mg / 20 ml)",Associações de antiespasmódicos com analgésicos
Natulab,7899470802596,"Buscoplex composto (6,67 mg / 333,4 mg / 20 ml)",Associações de antiespasmódicos com analgésicos
Pharlab,7898216361076,Escopen composto,Associações de antiespasmódicos com analgésicos
Pharlab,7898216361618,Escopen composto,Associações de antiespasmódicos com analgésicos
Brainfarma,7896714291987,Mirador cólica,Associações de antiespasmódicos com analgésicos
Cosmed,7896094921399,Buscopan composto,Associações de antiespasmódicos com analgésicos
Cosmed,7896094922242,Buscopan composto,Associações de antiespasmódicos com analgésicos
Cosmed,7896094921306,Buscopan composto (5 ml),Associações de antiespasmódicos com analgésicos
Cosmed,7896094928756,Lisador cólica,Associações de antiespasmódicos com analgésicos
Cosmed,7896094928732,Lisador cólica,Associações de antiespasmódicos com analgésicos
Cosmed,7896094931299,"Buscopan composto (6,67 mg / 333,4 mg / 20 ml)",Associações de antiespasmódicos com analgésicos
Ems Sigma,7894916208833,"Tropinal (300 mg / 1 mg / 0,0065 mg / 0,104 mg / 15 ml)",Associações de antiespasmódicos com analgésicos
1Farma,7898075317306,Sualiv (30 mg / 300 mg),Associações de antiespasmódicos com analgésicos
Cifarma,7898158694416,Neralgyn,Associações de antiespasmódicos com analgésicos
Cifarma,7898158694423,Neralgyn,Associações de antiespasmódicos com analgésicos
Brainfarma,7896714210018,Doralgina (30 mg / 300 mg),Associações de antiespasmódicos com analgésicos
Brainfarma,7896714210070,Doralgina (30 mg / 300 mg),Associações de antiespasmódicos com analgésicos
Brainfarma,7896714291024,Doralgina,Associações de antiespasmódicos com analgésicos
Brainfarma,7896714291000,Doralgina,Associações de antiespasmódicos com analgésicos
1Farma,7898075315715,Sualiv (30 mg / 300 mg),Associações de antiespasmódicos com analgésicos
1Farma,7896523228167,Ressalivdor (30 mg / 300 mg),Associações de antiespasmódicos com analgésicos
1Farma,7898075318211,Ressalivdor (30 mg / 300 mg),Associações de antiespasmódicos com analgésicos
Cimed,7896523209173,Sedamed (30 mg / 300 mg),Associações de antiespasmódicos com analgésicos
Cimed,7896523200354,Sedamed (30 mg / 300 mg),Associações de antiespasmódicos com analgésicos
Cimed,7896523201924,Nevralgex dc (30 mg / 300 mg),Associações de antiespasmódicos com analgésicos
Cosmed,7896094930841,Neosaldina,Associações de antiespasmódicos com analgésicos
Kymberg Farmaceutica,7891066018664,Dipbe dc (30 mg / 300 mg),Associações de antiespasmódicos com analgésicos
Ems,7896004708669,"Simeticona + metilbrometo de homatropina (80 mg / 2,5 mg / 20 ml)",Antiespasmódicos associados com outros produtos
Ems,7896004705644,"Espasmo dimetiliv (80 mg / 2,5 mg / 20 ml)",Antiespasmódicos associados com outros produtos
Germed,7896004708676,"Simeticona + metilbrometo de homatropina (80 mg / 2,5 mg / 20 ml)",Antiespasmódicos associados com outros produtos
Legrand Pharma,7896004706535,"Espasmo flatol (80 mg / 2,5 mg / 20 ml)",Antiespasmódicos associados com outros produtos
Libbs,7896094200104,Plamet (10 mg),Gastroprocinéticos
Libbs,7896094200128,Plamet (5 mg / 2 ml),Gastroprocinéticos
Fresenius Kabi Brasil Ltda,7899498608361,Bromoprida (5mg / 2 ml),Gastroprocinéticos
Eurofarma,7891317466824,Fágico (4 mg / 20 ml),Gastroprocinéticos
Eurofarma,7891317033163,Digesan (10 mg),Gastroprocinéticos
Eurofarma,7891317033170,Digesan (4 mg / 20 ml),Gastroprocinéticos
Ems,7896004701233,Bromoprida (4 mg / 20 ml),Gastroprocinéticos
Ems,7896004727882,Bromoprida (10 mg),Gastroprocinéticos
Laboratorio Teuto,7896112141679,Digestil (4 mg / 20 ml),Gastroprocinéticos
Laboratorio Teuto,7896112170273,Digestil (10 mg),Gastroprocinéticos
Laboratorio Teuto,7896112120292,Bromoprida (4 mg / 20 ml),Gastroprocinéticos
Laboratorio Teuto,7896112172666,Bromoprida (10 mg),Gastroprocinéticos
Vitamedic,7898700413656,Bromoprida (4mg / 20 ml),Gastroprocinéticos
União Química,7896006229803,Digestina (10 mg),Gastroprocinéticos
União Química,7896006235316,Digestina (5 mg / 2 ml),Gastroprocinéticos
União Química,7896006230205,Digestina (4 mg / 20 ml),Gastroprocinéticos
União Química,7896006202622,Digestina (5 mg / 2 ml),Gastroprocinéticos
União Química,7896006232667,Bromoprida (5 mg / 2ml),Gastroprocinéticos
Aché Laboratórios,7896181912422,"Bromoprida (1,0 mg / 120 ml)",Gastroprocinéticos
Aché Laboratórios,7896181913306,"Bromoprida (4,0 mg / 20 ml)",Gastroprocinéticos
Germed,7896004716497,Bromoprida (4 mg / 20 ml),Gastroprocinéticos
Germed,7896004727899,Bromoprida (10 mg),Gastroprocinéticos
Hipolabor,7898123906100,Bromoprida (5 mg / 2 ml),Gastroprocinéticos
Multilab,7895296210744,Bromoprida (4 mg / 20ml),Gastroprocinéticos
Multilab,7895296421010,Digesigma gotas (4 mg / 20 ml),Gastroprocinéticos
Prati Donaduzzi,7898148298730,Bromoprida (4 mg / 20 ml),Gastroprocinéticos
Prati Donaduzzi,7898148298747,Bromoprida (4 mg / 20 ml),Gastroprocinéticos
Prati Donaduzzi,7898148298587,Bromoprida (10 mg),Gastroprocinéticos
Prati Donaduzzi,7898148298594,Bromoprida (10 mg),Gastroprocinéticos
Prati Donaduzzi,7898148298600,Bromoprida (10 mg),Gastroprocinéticos
Prati Donaduzzi,7899547502527,Bromoprida (10 mg),Gastroprocinéticos
Prati Donaduzzi,7899547543292,Balorti (4 mg / 20 ml),Gastroprocinéticos
Prati Donaduzzi,7899547543308,Balorti (4 mg / 20 ml),Gastroprocinéticos
Ems Sigma,7895296273015,Digesigma (10 mg),Gastroprocinéticos
Natulab,7899470800424,"Movinau (4,0 mg / 20 ml)",Gastroprocinéticos
Cimed,7896523226859,Bromoprida (4 mg / 20 ml),Gastroprocinéticos
Airela,7894164010264,Bromoprida (4mg / 20 ml),Gastroprocinéticos
Airela,7894164010837,Bromoprida (4mg / 20 ml),Gastroprocinéticos
Wasser Farma Ltda,7898269100042,Bromogex (5 mg / 2 ml),Gastroprocinéticos
Wasser Farma Ltda,7898269100073,Bromoprida (5 mg / 2 ml),Gastroprocinéticos
Nativita Ind. Com. Ltda.,7897848500389,Digevita (4 mg / 20 ml),Gastroprocinéticos
Nativita Ind. Com. Ltda.,7897848500013,Bromoprida (4 mg / 20 ml),Gastroprocinéticos
Nativita Ind. Com. Ltda.,7897848501614,Bromoprida (4 mg / 20 ml),Gastroprocinéticos
Legrand Pharma,7894916145800,Bromoprida (10 mg),Gastroprocinéticos
Legrand Pharma,7894916143479,Bromoprida (4 mg / 20 ml),Gastroprocinéticos
Medley,7896422507158,Bromoprida (10 mg),Gastroprocinéticos
Medley,7897595902160,Digesan (5 mg / 2 ml),Gastroprocinéticos
Medley,7897595902115,Superan (25 mg / 2 ml),Gastroprocinéticos
Santisa,7898404220239,Metoclosantisa (10 mg / 2 ml),Gastroprocinéticos
Laboratorio Teuto,7896112144816,Cloridrato de metoclopramida (4 mg / 10 ml),Gastroprocinéticos
Belfar Ltda,7897917000970,"Plabel (4,0 mg / 10 ml)",Gastroprocinéticos
Medquimica,7896862940041,Vomistop (4 mg / 10 ml),Gastroprocinéticos
Furp,7895005802628,Furp - metoclopramida (10 mg),Gastroprocinéticos
Farmace,7898166041028,Metrofarma (5 mg / 2 ml),Gastroprocinéticos
Blau,7896014688500,Aristopramida (5 mg / 2 ml),Gastroprocinéticos
Cimed,7896523212203,Cloridrato de metoclopramida (4 mg / 10 ml),Gastroprocinéticos
Halex Istar Industria Farmaceutica Sa,7898361700591,Noprosil (5 mg / 2 ml),Gastroprocinéticos
Laboratorio Teuto,7896112142140,Plagex (4 mg / 10 ml),Gastroprocinéticos
Vitamedic,7898700413717,Cloridrato de metoclopramida (4 mg / 10 ml),Gastroprocinéticos
Belfar Ltda,7897917000963,Plabel (10 mg),Gastroprocinéticos
Belfar Ltda,7897917005548,"Plabel (4,0 mg / 10 ml)",Gastroprocinéticos
Belfar Ltda,7897917005555,"Plabel (4,0 mg / 10 ml)",Gastroprocinéticos
Belfar Ltda,7897917005500,Plabel (10 mg),Gastroprocinéticos
Belfar Ltda,7897917005524,Plabel (10 mg),Gastroprocinéticos
Belfar Ltda,7897917005531,Plabel (10 mg),Gastroprocinéticos
Belfar Ltda,7897917005746,"Cloridrato de metoclopramida (4,0 mg / 10 ml)",Gastroprocinéticos
Belfar Ltda,7897917005708,Cloridrato de metoclopramida (10 mg),Gastroprocinéticos
Belfar Ltda,7897917005753,"Cloridrato de metoclopramida (4,0 mg / 10 ml)",Gastroprocinéticos
Belfar Ltda,7897917005760,"Cloridrato de metoclopramida (4,0 mg / 10 ml)",Gastroprocinéticos
Belfar Ltda,7897917005715,Cloridrato de metoclopramida (10 mg),Gastroprocinéticos
Belfar Ltda,7897917005722,Cloridrato de metoclopramida (10 mg),Gastroprocinéticos
Belfar Ltda,7897917005739,Cloridrato de metoclopramida (10 mg),Gastroprocinéticos
Cimed,7896523211572,Plavom (4 mg / 10 ml),Gastroprocinéticos
Medley,7891058059149,Plasil (10 mg),Gastroprocinéticos
Eurofarma,7891317455040,Domperix (10 mg),Gastroprocinéticos
Eurofarma,7891317483531,Domperix (1 mg / 100 ml),Gastroprocinéticos
Eurofarma,7891317452995,Domperidona (10 mg),Gastroprocinéticos
Eurofarma,7891317453008,Domperidona (10 mg),Gastroprocinéticos
Eurofarma,7891317452971,Domperidona (1 mg / 100 ml),Gastroprocinéticos
Ems,7896004723563,Domperidona (10 mg),Gastroprocinéticos
Ems,7896004723570,Domperidona (10 mg),Gastroprocinéticos
Ems,7896004723778,Dompliv (10 mg),Gastroprocinéticos
Ems,7896004723785,Dompliv (10 mg),Gastroprocinéticos
Aché Laboratórios,7896658028120,Domped (5 mg / 20 ml),Gastroprocinéticos
Germed,7895296259019,Motiridona (10 mg),Gastroprocinéticos
Germed,7895296259026,Motiridona (10 mg),Gastroprocinéticos
Germed,7896004723587,Domperidona (10 mg),Gastroprocinéticos
Germed,7896004723594,Domperidona (10 mg),Gastroprocinéticos
Janssen-Cilag,7896212422784,Motilium (1 mg / 60 ml),Gastroprocinéticos
Janssen-Cilag,7896212414468,Motilium (1 mg / 100 ml),Gastroprocinéticos
Janssen-Cilag,7896212422777,Motilium (1 mg / 200 ml),Gastroprocinéticos
Janssen-Cilag,7896212479245,Motilium (10 mg),Gastroprocinéticos
Multilab,7895296048033,Domperidona (10 mg),Gastroprocinéticos
Multilab,7895296048057,Domperidona (10 mg),Gastroprocinéticos
Ranbaxy Farmacêutica,7897076912183,Domperidona (10 mg),Gastroprocinéticos
Ranbaxy Farmacêutica,7897076912190,Domperidona (10 mg),Gastroprocinéticos
Ems Sigma,7894916190121,Molidon (10 mg),Gastroprocinéticos
Ems Sigma,7894916190138,Molidon (10 mg),Gastroprocinéticos
Cimed,7896523201054,Domperidona (10 mg),Gastroprocinéticos
Cimed,7896523201061,Domperidona (10 mg),Gastroprocinéticos
Cimed,7896523228198,Domperidona (10 mg),Gastroprocinéticos
Brainfarma,7896714295312,Domperidona (10 mg),Gastroprocinéticos
Brainfarma,7896714295329,Domperidona (10 mg),Gastroprocinéticos
Kenvue Ltda.,7891010256388,Motilium (10 mg),Gastroprocinéticos
Kenvue Ltda.,7891010256395,Motilium (10 mg),Gastroprocinéticos
Kenvue Ltda.,7891010256401,Motilium (10 mg),Gastroprocinéticos
Legrand Pharma,7896004724157,Dompgran (10 mg),Gastroprocinéticos
Legrand Pharma,7894916145114,Domperidona (10 mg),Gastroprocinéticos
Legrand Pharma,7894916145121,Domperidona (10 mg),Gastroprocinéticos
Cosmed,7896714274645,Peridal (10 mg),Gastroprocinéticos
Cosmed,7896714274652,Peridal (10 mg),Gastroprocinéticos
Cosmed,7896714274676,Peridal (1 mg / 100 ml),Gastroprocinéticos
Medley,7896422513173,Domperidona (1 mg / 100 ml),Gastroprocinéticos
Medley,7896422513173,Domperidona (1 mg / 100 ml),Gastroprocinéticos
Eurofarma,7891317125448,Trimeb (200 mg),Gastroprocinéticos
Eurofarma,7891317009892,Trimeb (200 mg),Gastroprocinéticos
Eurofarma,7891317009885,Trimeb (200 mg),Gastroprocinéticos
Eurofarma,7891317009915,Maleato de trimebutina (200 mg),Gastroprocinéticos
Eurofarma,7891317009922,Maleato de trimebutina (200 mg),Gastroprocinéticos
Ems,7896004767826,Maleato de trimebutina (200 mg),Gastroprocinéticos
Ems,7896004767833,Maleato de trimebutina (200 mg),Gastroprocinéticos
Ems,7896004767840,Maleato de trimebutina (200 mg),Gastroprocinéticos
Ems,7896004769202,Trimexium (200 mg),Gastroprocinéticos
Ems,7896004749983,Trimexium (200 mg),Gastroprocinéticos
Ems,7896004749990,Trimexium (200 mg),Gastroprocinéticos
Aché Laboratórios,7896658055287,Irritratil (200 mg),Gastroprocinéticos
Aché Laboratórios,7896658055263,Irritratil (200 mg),Gastroprocinéticos
Aché Laboratórios,7896658038884,Irritratil (200 mg),Gastroprocinéticos
Germed,7896004768410,Maleato de trimebutina (200 mg),Gastroprocinéticos
Germed,7896004749600,Maleato de trimebutina (200 mg),Gastroprocinéticos
Germed,7896004768403,Maleato de trimebutina (200 mg),Gastroprocinéticos
Nova Quimica,7895296445375,Maleato de trimebutina (200 mg),Gastroprocinéticos
Nova Quimica,7895296239011,Maleato de trimebutina (200 mg),Gastroprocinéticos
Nova Quimica,7895296445368,Maleato de trimebutina (200 mg),Gastroprocinéticos
Althaia,7898945030212,Maleato de trimebutina (200 mg),Gastroprocinéticos
Althaia,7898945030229,Maleato de trimebutina (200 mg),Gastroprocinéticos
Althaia,7898569763749,Irritratil (200 mg),Gastroprocinéticos
Legrand Pharma,7894916341110,Maleato de trimebutina (200 mg),Gastroprocinéticos
Legrand Pharma,7894916148726,Maleato de trimebutina (200 mg),Gastroprocinéticos
Legrand Pharma,7894916148733,Maleato de trimebutina (200 mg),Gastroprocinéticos
Legrand Pharma,7896004768519,Modulatri (200 mg),Gastroprocinéticos
Legrand Pharma,7896004768526,Modulatri (200 mg),Gastroprocinéticos
Legrand Pharma,7896004768533,Modulatri (200 mg),Gastroprocinéticos
Cosmed,7896094904972,Digedrat (200 mg),Gastroprocinéticos
Cosmed,7896094904989,Digedrat (200 mg),Gastroprocinéticos
Cosmed,7896094904996,Digedrat (200 mg),Gastroprocinéticos
Hipolabor,7898123902256,Novosil (10 mg),Gastroprocinéticos
Takeda Pharma,7896641812651,Amitiza (8 mcg),Modeladores sensomotores gastrointestinais
Takeda Pharma,7896641812668,Amitiza (8 mcg),Modeladores sensomotores gastrointestinais
Biolab Sanus,7896112400639,Zelmac (6 mg),Modeladores sensomotores gastrointestinais
Biolab Sanus,7896112400622,Zelmac (6 mg),Modeladores sensomotores gastrointestinais
Fresenius Kabi Brasil Ltda,7899498608347,Cloridrato de ondansetrona (2 mg / 2 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Instituto Biochimico Indústria,7897406121933,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7894916516303,Enavo odt (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7894916514965,Enavo odt (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7894916514972,Enavo odt (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7894916514989,Enavo odt (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7894916516310,Enavo odt (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7894916514934,Enavo odt (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7894916514941,Enavo odt (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7894916514958,Enavo odt (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7894916517041,Enavo odt (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7894916517058,Enavo odt (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7896004774145,Naudan odt (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7896004774152,Naudan odt (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7896004774169,Naudan odt (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7896004774176,Naudan odt (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7896004774183,Naudan odt (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7896004774190,Naudan odt (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7896004774206,Naudan odt (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7896004774213,Naudan odt (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7896004783253,Naudan odt (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7896004783260,Naudan odt (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7896004787008,Cloridrato de ondansetrona dihidratado (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7896004787015,Cloridrato de ondansetrona dihidratado (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7896004787022,Cloridrato de ondansetrona dihidratado (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7896004787039,Cloridrato de ondansetrona dihidratado (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7896004787046,Cloridrato de ondansetrona dihidratado (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7896004787053,Cloridrato de ondansetrona dihidratado (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7896004787060,Cloridrato de ondansetrona dihidratado (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7896004787077,Cloridrato de ondansetrona dihidratado (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7896004787084,Cloridrato de ondansetrona dihidratado (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7896004787091,Cloridrato de ondansetrona dihidratado (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7894916518697,Enavo gotas (8 mg / 5 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Ems,7894916518703,Enavo gotas (8 mg / 10ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Cristália,7896676402735,Nausedron (2 mg / 2 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Cristália,7896676402742,Nausedron (2 mg / 4 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Cristália,7896676404241,Nausedron (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Cristália,7896676402735,Nausedron (2 mg / 2 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Cristália,7896676402742,Nausedron (2 mg / 4 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Cristália,7896676426243,Nausedron (2 mg / 4 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Cristália,7896676431322,Nausedron (2 mg / 2 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Halex Istar Industria Farmaceutica Sa,7896727806031,Cloridrato de ondansetrona (2 mg / 2 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Halex Istar Industria Farmaceutica Sa,7896727806048,Cloridrato de ondansetrona (2 mg / 4 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Hypofarma,7898122912911,Cloridrato de ondansetrona (2 mg / 2 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Hypofarma,7898122912935,Cloridrato de ondansetrona (2 mg / 4 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Hypofarma,7898122913086,Cloridrato de ondansetrona (2 mg / 2 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Hypofarma,7898122913147,Cloridrato de ondansetrona (2 mg / 4 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Cellera,7893454714387,Bienn direct (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Cellera,7893454714356,Bienn direct (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Cellera,7893454714370,Bienn direct (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Cellera,7893454714363,Bienn direct (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
União Química,7896006201526,Ondset inj (2 mg / 2 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
União Química,7896006201311,Ondset inj (2 mg / 2 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
União Química,7896006222859,"Ondset solução oral (0,8 mg / 50 ml)","Antieméticos e antinauseantes, antagonistas da serotonina"
União Química,7896006222842,"Ondset solução oral (0,8 mg / 100 ml)","Antieméticos e antinauseantes, antagonistas da serotonina"
União Química,7896006297307,"Ondset solução oral (0,8 mg / 100 ml)","Antieméticos e antinauseantes, antagonistas da serotonina"
União Química,7896006210795,Ondset odt (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
União Química,7896006298823,Ondset odt (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
União Química,7896006214687,Ondset odt (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
União Química,7896006298830,Ondset odt (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
União Química,7896006297512,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
União Química,7896006298809,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
União Química,7896006297529,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
União Química,7896006298816,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
União Química,7896006299004,Vonset (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
União Química,7896006299011,Vonset (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Aché Laboratórios,7896658040283,Nautex odg (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Aché Laboratórios,7896658040306,Nautex odg (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Aché Laboratórios,7896658040276,Nautex odg (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Aché Laboratórios,7896658040290,Nautex odg (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Aché Laboratórios,7896658050770,"Nautex gotas (4,0 mg / 10 ml)","Antieméticos e antinauseantes, antagonistas da serotonina"
Aché Laboratórios,7896181903109,Ansentron (4 mg / 2 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Aché Laboratórios,7896181904403,Ansentron (8 mg / 4 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Aché Laboratórios,7896658034992,Ansentron (4 mg / 2 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Aché Laboratórios,7896658035005,Ansentron (8 mg / 4 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Aché Laboratórios,7896658034237,Nautex (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Germed,7896004785790,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Germed,7896004785806,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Germed,7896004785813,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Germed,7896004785820,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
